idade,frequencia,nota_media,situacao_socioeconomica,distancia_escola,evasao
15,72,7.9,baixa,19,1
11,74,9.6,media,5,0
12,91,6.9,alta,9,0
15,55,8.9,baixa,11,0
16,69,8.5,baixa,16,0
13,54,6.0,baixa,4,0
16,78,5.4,baixa,8,0
8,84,4.0,media,7,0
13,85,5.4,media,6,0
11,91,4.4,baixa,14,0
11,84,8.5,baixa,10,0
16,61,6.8,media,7,0
8,75,5.7,baixa,19,1
11,96,5.2,media,18,0
16,72,7.0,baixa,1,0
13,94,4.1,baixa,13,0
12,53,5.6,baixa,19,0
15,57,9.4,media,15,0
15,76,5.5,media,19,0
12,77,4.4,alta,2,0
8,57,4.4,alta,4,0
15,93,6.9,baixa,3,0
8,63,9.6,alta,3,0
10,90,9.4,media,1,0
17,55,7.2,media,16,0
10,90,5.4,alta,14,0
14,71,7.7,alta,17,0
14,74,9.5,baixa,6,0
15,57,9.2,media,1,0
10,88,9.9,media,11,0
17,89,5.3,baixa,9,0
10,80,6.4,baixa,14,0
11,53,5.6,baixa,2,0
13,67,9.2,alta,1,0
11,84,6.0,media,1,0
16,85,7.3,media,5,0
17,66,8.7,media,1,0
11,92,5.6,media,18,0
14,83,9.0,baixa,4,0
6,89,6.4,media,19,1
9,69,4.9,baixa,4,0
15,97,7.6,baixa,13,0
15,79,4.7,alta,4,0
17,59,6.1,alta,18,0
7,85,7.8,baixa,13,0
14,87,8.5,media,17,0
8,96,4.4,baixa,1,0
15,97,6.8,media,1,0
16,94,5.4,alta,10,0
7,81,5.0,media,18,0
13,67,7.8,baixa,8,0
9,97,4.3,media,18,0
16,82,7.5,baixa,2,0
7,64,4.3,media,9,0
9,93,9.8,baixa,13,0
12,93,6.3,media,3,1
12,84,9.4,alta,11,0
6,73,5.5,alta,12,0
17,80,4.0,baixa,9,1
17,81,5.9,media,18,0
6,82,9.4,baixa,8,0
8,89,6.9,baixa,3,0
7,99,7.3,baixa,18,0
8,93,9.2,alta,5,1
9,92,6.8,media,13,0
12,91,8.2,baixa,13,1
7,85,5.3,media,5,0
12,60,5.6,baixa,10,0
10,81,9.7,media,8,0
13,96,9.4,baixa,1,0
13,52,7.8,media,1,0
10,98,9.5,media,19,0
15,57,6.8,baixa,8,0
13,82,8.1,baixa,7,0
17,88,4.5,baixa,7,1
14,68,9.9,baixa,3,0
12,84,5.7,media,17,0
11,90,4.4,alta,8,0
12,94,7.6,media,6,0
12,57,8.5,baixa,2,0
8,75,9.9,baixa,3,1
11,68,5.8,media,4,0
11,93,8.2,alta,2,0
16,58,6.5,alta,2,1
14,87,6.1,media,19,0
6,84,8.5,media,6,0
12,56,7.4,alta,14,0
6,53,7.8,media,14,0
15,55,5.3,baixa,8,0
9,83,6.8,media,6,0
12,65,5.0,media,19,0
11,59,9.3,baixa,13,0
11,85,4.9,media,18,0
10,63,8.9,baixa,6,0
16,56,6.1,baixa,12,1
12,51,8.2,baixa,2,0
14,80,8.2,alta,3,0
11,78,7.6,media,10,0
15,66,4.8,baixa,17,0
12,65,9.1,media,12,0
14,56,6.1,media,5,0
12,99,6.6,media,3,0
11,64,7.2,baixa,11,0
8,77,4.1,media,8,0
6,95,8.7,baixa,7,0
15,55,4.7,baixa,18,0
14,94,9.0,alta,14,0
12,55,9.7,baixa,14,0
8,76,7.1,media,9,0
15,83,8.1,media,12,0
14,63,8.3,media,9,0
8,90,5.0,alta,4,1
8,66,5.7,baixa,6,0
12,59,9.5,baixa,9,0
7,98,5.1,baixa,7,0
15,51,9.6,media,9,0
12,63,8.4,baixa,7,0
12,70,4.8,baixa,13,0
6,84,8.8,alta,6,0
15,77,4.3,media,15,0
16,85,7.4,baixa,19,1
7,90,9.7,baixa,16,0
10,94,6.5,alta,11,0
9,69,6.0,media,9,1
8,56,9.6,alta,11,1
15,71,4.1,baixa,15,0
16,94,4.2,baixa,3,1
13,99,9.9,media,15,0
12,77,4.4,alta,10,0
14,69,9.8,baixa,2,1
8,81,5.2,media,16,0
15,68,8.3,baixa,4,0
6,77,6.9,baixa,10,1
14,74,5.1,media,6,0
14,71,9.5,baixa,16,0
17,51,9.1,baixa,19,0
17,70,4.6,alta,17,0
6,55,5.2,media,10,0
13,82,6.5,baixa,2,0
15,91,6.7,alta,1,0
6,95,4.9,baixa,14,0
11,52,5.0,media,13,0
14,73,8.6,baixa,2,1
8,61,6.8,baixa,10,0
11,54,9.2,baixa,4,0
8,71,9.1,media,8,0
16,69,9.5,baixa,18,0
10,82,6.5,baixa,18,0
16,53,8.0,media,7,0
12,75,4.2,baixa,12,0
16,65,4.0,baixa,19,0
15,69,5.1,baixa,6,0
17,85,6.4,baixa,16,0
9,68,6.2,baixa,7,0
9,80,6.9,alta,2,1
12,93,7.9,media,6,0
10,52,9.5,alta,9,1
6,64,8.9,media,18,1
16,98,9.6,media,6,1
15,60,6.0,media,9,0
17,65,9.9,media,8,0
7,96,4.0,alta,7,0
11,88,5.1,baixa,9,0
17,90,6.1,baixa,9,1
14,92,7.7,baixa,17,0
12,96,5.1,media,16,0
9,50,7.4,baixa,10,0
17,81,9.7,baixa,15,0
17,57,6.8,media,14,0
7,68,6.7,baixa,19,0
9,75,5.8,alta,1,0
10,90,9.7,media,9,0
7,70,8.9,media,17,0
6,71,9.8,alta,9,0
9,95,8.1,media,7,1
16,60,5.4,baixa,6,1
11,56,8.8,baixa,6,1
6,55,9.4,baixa,14,0
6,74,6.1,baixa,16,0
14,81,4.4,alta,8,1
10,82,7.6,alta,11,0
7,80,4.3,alta,14,1
16,65,6.4,alta,9,0
7,85,7.5,alta,1,0
9,66,7.0,alta,18,0
16,94,6.3,baixa,3,0
7,75,7.6,baixa,8,0
9,72,4.6,media,4,0
16,85,7.8,baixa,17,0
11,94,7.1,alta,7,0
12,98,4.4,alta,2,0
11,96,8.5,baixa,15,0
9,98,9.1,media,1,0
15,60,8.8,baixa,14,0
8,91,5.4,media,15,0
9,79,6.0,baixa,2,1
17,74,7.6,media,18,0
10,83,8.2,media,18,0
9,93,7.5,alta,5,1
8,70,8.3,baixa,15,0
6,51,7.6,alta,13,0
8,52,6.3,alta,4,0
16,54,6.7,media,4,0
10,94,7.9,baixa,18,1
11,51,5.7,alta,12,0
17,80,4.8,baixa,17,0
9,72,9.1,baixa,6,0
6,63,10.0,baixa,1,0
15,67,9.5,baixa,14,0
12,60,4.8,alta,12,0
14,64,4.3,baixa,15,0
11,70,7.9,alta,9,0
11,54,6.5,alta,5,0
14,52,7.7,baixa,9,0
9,67,4.3,baixa,2,0
10,57,8.9,baixa,9,0
10,87,4.4,baixa,18,0
17,75,6.7,baixa,1,0
10,81,7.9,baixa,1,0
13,62,7.2,media,5,0
16,59,5.8,alta,3,0
6,50,4.9,baixa,5,1
15,91,8.4,baixa,15,0
16,60,6.1,baixa,5,0
15,54,7.5,media,7,0
16,50,7.6,media,1,0
8,50,9.3,alta,6,0
13,68,4.5,baixa,2,0
16,99,5.6,media,16,0
14,54,4.4,media,9,0
7,61,9.1,media,19,0
17,77,7.1,baixa,4,0
9,86,9.5,media,5,1
13,72,5.2,media,6,0
10,54,8.1,alta,2,0
6,72,5.0,baixa,11,0
11,73,8.4,baixa,7,0
14,66,7.3,baixa,13,0
14,53,6.7,baixa,3,0
16,66,6.0,alta,17,0
6,79,4.7,baixa,6,0
9,93,8.6,baixa,11,1
6,74,5.6,media,18,0
12,66,9.3,baixa,6,0
8,63,6.5,baixa,2,0
7,72,4.4,alta,11,1
13,73,4.4,baixa,9,0
14,66,9.0,alta,3,0
12,95,6.9,baixa,2,0
11,66,6.4,baixa,1,0
15,63,7.4,alta,4,0
16,64,4.3,baixa,19,0
11,68,8.9,baixa,8,0
14,54,6.7,media,15,0
10,66,7.8,baixa,8,0
10,82,8.0,baixa,12,0
7,88,8.3,baixa,13,0
11,55,6.5,baixa,16,0
17,74,6.5,alta,17,0
17,96,6.2,baixa,6,0
17,66,9.1,media,12,0
11,82,6.6,baixa,7,0
11,60,8.6,baixa,8,0
9,82,8.9,alta,8,0
16,77,4.2,alta,3,0
12,91,4.5,baixa,2,0
14,90,6.3,baixa,9,0
6,54,4.9,alta,16,0
8,70,6.7,media,17,1
15,79,6.0,media,17,1
14,95,4.0,media,8,0
10,75,5.4,baixa,2,0
11,52,6.0,baixa,7,0
13,98,7.1,baixa,4,0
14,70,10.0,media,11,0
13,61,8.1,media,13,0
8,56,8.5,alta,8,0
15,75,8.0,media,1,1
6,93,5.7,media,19,1
16,88,4.5,media,5,1
17,62,9.0,media,17,0
10,63,5.6,media,3,1
12,74,6.3,baixa,12,0
7,66,7.0,alta,6,0
6,65,9.0,media,19,0
9,77,9.1,media,5,0
8,89,5.1,baixa,16,0
9,90,5.2,alta,19,0
6,67,4.3,baixa,7,0
7,53,6.9,baixa,13,0
6,89,4.9,alta,8,0
8,66,8.0,baixa,14,0
9,82,6.3,alta,17,0
6,88,5.1,baixa,7,0
11,73,4.1,baixa,6,0
7,68,4.9,baixa,9,1
15,91,6.0,media,13,0
17,95,7.9,baixa,13,0
16,83,8.0,baixa,19,0
10,79,5.9,baixa,3,0
13,98,7.2,alta,16,0
17,80,5.4,baixa,9,0
9,51,5.2,baixa,2,0
10,90,9.0,media,6,0
14,64,6.2,alta,7,0
7,95,7.7,baixa,16,0
17,98,8.1,media,2,0
17,59,6.9,media,7,1
7,55,9.0,media,6,0
11,82,7.7,alta,7,0
11,72,6.2,media,13,0
8,91,4.5,media,16,0
17,54,4.2,baixa,9,0
14,89,8.9,baixa,10,1
6,80,5.2,alta,9,1
17,63,5.7,baixa,15,0
8,55,8.8,alta,14,0
13,82,6.0,baixa,17,0
13,94,8.4,baixa,18,0
9,81,8.0,baixa,13,1
13,61,6.2,baixa,13,0
16,88,9.1,baixa,19,0
15,94,9.1,baixa,18,0
13,71,7.4,media,11,1
6,63,4.7,baixa,9,1
8,84,4.4,baixa,15,0
6,73,8.2,baixa,6,0
7,84,8.8,baixa,7,1
9,64,7.3,media,5,0
8,62,4.8,media,16,0
16,89,4.5,baixa,1,1
11,95,7.0,media,13,0
17,70,8.2,baixa,14,0
17,52,5.1,baixa,8,1
10,57,8.5,baixa,11,0
10,63,8.5,media,7,0
15,99,8.5,media,11,0
12,93,4.5,media,6,0
12,92,4.3,baixa,10,0
14,59,9.0,alta,19,0
13,82,5.9,baixa,19,0
8,57,7.8,baixa,15,1
7,53,6.1,baixa,6,0
6,58,4.0,baixa,15,0
15,50,4.1,media,9,1
11,72,9.3,media,10,1
9,62,6.2,media,15,0
8,78,8.9,baixa,17,0
16,93,7.4,baixa,8,0
16,79,5.6,alta,14,0
7,88,4.9,baixa,14,1
7,72,9.6,baixa,15,0
16,70,6.1,baixa,9,0
9,88,7.0,baixa,16,1
6,62,8.6,alta,18,0
11,80,5.6,media,17,0
15,62,9.3,alta,14,0
16,75,5.8,media,13,0
10,98,4.2,baixa,10,0
15,73,4.2,alta,10,0
14,74,9.5,baixa,16,0
7,96,5.0,media,14,0
14,53,4.7,baixa,18,0
14,70,8.3,baixa,5,0
15,56,7.3,alta,14,0
14,55,7.9,media,7,0
15,55,4.6,baixa,16,0
15,92,9.2,baixa,10,0
9,88,7.4,baixa,11,0
10,80,6.9,baixa,5,0
13,58,6.6,media,10,0
13,51,4.5,baixa,19,1
6,70,7.4,baixa,14,0
15,56,6.8,baixa,17,0
6,50,4.0,baixa,14,0
15,56,9.9,alta,10,0
11,58,9.8,alta,11,0
12,74,7.2,alta,3,0
7,97,5.9,baixa,4,0
7,62,8.8,media,11,0
10,80,9.6,baixa,9,0
14,55,9.7,baixa,4,0
10,95,4.6,alta,1,0
13,63,4.8,alta,16,0
13,98,7.5,baixa,17,0
10,79,5.6,alta,14,0
13,71,7.2,alta,4,0
13,53,9.6,baixa,13,1
10,78,5.1,alta,11,0
10,51,4.9,media,16,0
9,79,7.7,baixa,17,0
6,73,4.8,media,18,0
14,65,5.8,baixa,8,1
7,74,7.6,baixa,13,0
6,50,9.6,alta,19,0
11,61,9.0,media,17,0
10,88,6.1,baixa,7,1
16,65,7.0,media,15,0
6,76,4.2,baixa,2,0
12,78,4.4,media,14,0
12,78,9.5,media,7,0
8,53,7.5,baixa,12,0
13,87,10.0,alta,6,0
11,93,8.1,media,12,0
9,81,7.1,baixa,1,0
15,97,4.8,media,1,0
15,94,7.6,alta,6,0
15,93,7.2,media,2,0
17,90,8.2,baixa,1,0
8,53,9.7,baixa,9,0
6,83,7.4,baixa,4,0
7,83,8.3,baixa,16,0
7,51,8.9,media,19,0
16,77,7.9,media,19,0
10,96,6.9,baixa,16,0
9,50,4.4,baixa,6,0
7,72,6.1,alta,3,0
16,87,8.4,alta,14,0
14,86,7.0,baixa,14,1
12,68,7.3,media,2,0
13,76,8.9,media,10,0
13,92,5.0,media,14,0
7,61,8.8,baixa,8,0
10,50,7.7,baixa,11,0
8,62,5.7,media,1,0
15,96,4.6,baixa,19,0
14,50,6.0,baixa,17,1
14,94,7.1,baixa,19,0
11,59,5.8,alta,15,0
9,63,4.6,media,5,0
13,89,10.0,media,14,0
10,71,4.8,alta,16,0
8,95,7.0,alta,15,0
16,86,9.4,alta,13,1
13,69,6.0,baixa,15,0
17,96,9.6,media,13,0
11,77,4.6,baixa,8,0
10,61,4.1,media,8,0
6,65,8.4,baixa,13,1
8,50,4.6,alta,5,0
12,67,8.9,alta,14,0
8,53,4.9,baixa,3,0
6,55,7.8,baixa,2,0
13,98,7.0,alta,4,1
12,93,9.9,media,1,0
10,84,5.1,alta,3,1
17,61,9.3,alta,2,1
15,76,8.0,baixa,9,0
10,78,9.7,baixa,9,1
11,92,8.6,alta,10,0
12,66,7.9,alta,5,0
8,86,8.1,baixa,3,0
16,89,4.8,media,2,0
17,76,9.5,baixa,4,0
17,55,8.9,baixa,10,0
9,85,6.5,baixa,14,0
6,94,8.6,baixa,13,0
12,56,7.1,baixa,17,0
15,92,4.9,baixa,2,0
7,69,7.2,baixa,8,0
12,59,9.1,baixa,2,0
11,64,4.9,media,10,0
9,64,6.8,baixa,16,0
16,72,5.9,baixa,4,0
7,59,9.0,media,19,0
12,53,9.4,alta,4,0
12,82,8.5,baixa,1,0
10,61,8.6,media,6,0
14,58,9.7,media,16,0
8,76,9.0,baixa,17,1
14,60,6.8,media,15,0
10,81,8.8,baixa,17,0
7,64,4.8,baixa,6,0
14,56,4.6,alta,14,0
6,75,7.1,media,12,0
6,57,7.4,baixa,5,1
12,54,9.0,media,14,0
8,51,8.9,baixa,6,0
13,51,8.2,media,13,0
12,59,4.5,baixa,11,0
16,66,7.3,baixa,4,0
12,62,4.4,baixa,7,0
6,58,5.0,media,8,0
6,65,4.4,media,13,0
17,56,7.7,alta,5,0
7,61,6.8,alta,10,0
7,53,8.7,baixa,10,0
16,80,7.8,baixa,6,0
10,81,5.4,baixa,18,1
14,85,6.1,media,16,0
12,52,4.4,alta,1,1
7,90,4.2,media,17,0
10,56,5.6,baixa,4,0
10,51,5.8,baixa,1,1
13,60,9.5,alta,15,0
14,99,4.1,baixa,14,0
13,56,6.5,media,19,0
7,96,8.5,baixa,19,0
9,69,5.6,media,13,0
7,71,9.1,baixa,3,0
11,71,6.2,baixa,9,1
9,74,4.1,baixa,4,0
12,67,8.5,baixa,5,0
7,59,7.5,baixa,4,0
14,99,6.3,baixa,14,1
10,86,6.8,media,6,0
6,61,8.2,media,3,0
17,78,9.2,alta,1,0
16,52,6.9,baixa,2,0
8,75,4.7,baixa,5,0
9,66,4.3,baixa,7,0
8,69,7.9,baixa,15,0
11,85,7.5,alta,17,1
11,84,7.3,baixa,9,0
15,69,4.6,alta,11,0
16,88,7.3,media,1,1
12,63,6.5,media,12,1
14,91,7.3,media,18,0
15,90,6.1,alta,1,1
14,62,7.4,media,6,0
12,89,7.5,baixa,1,0
16,77,8.8,baixa,2,0
6,86,8.5,baixa,3,0
8,81,7.6,baixa,11,0
10,51,6.0,alta,2,0
15,85,8.0,media,19,0
17,63,5.1,baixa,7,0
16,75,4.8,alta,14,0
11,51,6.7,media,15,0
11,60,6.3,baixa,8,0
10,58,4.4,baixa,8,0
11,99,9.1,baixa,7,1
14,85,5.3,alta,9,0
6,56,4.4,baixa,8,0
6,84,5.7,baixa,13,0
14,66,5.9,media,1,0
13,75,7.8,baixa,7,0
14,78,8.3,media,8,0
12,87,6.5,alta,7,0
15,82,7.7,baixa,16,0
11,60,7.0,media,5,0
14,83,4.9,media,2,0
7,55,6.5,alta,2,0
9,67,9.8,baixa,11,0
7,80,7.0,media,1,0
11,64,8.3,baixa,19,0
6,79,7.3,alta,10,0
12,92,9.3,alta,18,0
12,62,5.6,media,16,0
12,54,4.3,baixa,1,0
9,69,5.1,media,19,0
13,89,6.3,baixa,19,0
10,96,7.4,alta,3,0
7,67,4.2,baixa,9,0
10,92,4.9,baixa,16,0
17,51,4.2,media,2,0
15,61,5.5,alta,3,1
14,69,8.9,media,7,1
15,98,8.6,alta,9,0
6,73,4.1,media,15,0
16,58,4.7,media,11,0
7,95,4.4,baixa,5,0
15,84,7.7,baixa,4,0
13,80,6.7,baixa,8,0
10,94,7.1,baixa,5,0
17,96,9.1,baixa,13,0
14,78,9.8,baixa,14,1
11,78,6.8,alta,10,0
13,53,5.9,media,10,0
17,89,6.3,baixa,9,0
6,99,7.9,baixa,8,0
14,63,7.4,media,16,0
14,77,9.8,baixa,15,0
8,82,4.4,alta,17,0
6,89,7.9,alta,6,0
13,57,7.2,media,6,1
13,50,7.5,media,11,0
17,53,7.3,alta,8,0
14,78,6.9,baixa,8,0
11,84,7.0,baixa,8,0
14,67,5.5,baixa,8,0
17,87,4.0,alta,14,0
15,93,6.8,media,17,0
14,99,5.7,baixa,17,1
17,85,8.3,media,14,0
9,89,4.7,alta,12,0
16,68,8.0,baixa,14,0
10,98,7.5,media,10,0
11,70,7.8,baixa,3,0
11,65,4.1,alta,15,0
15,55,5.9,media,8,0
7,75,8.8,alta,2,0
9,50,5.6,baixa,6,1
17,67,8.4,media,15,0
14,92,10.0,baixa,8,0
12,50,9.1,alta,2,0
14,76,5.5,baixa,17,0
11,68,5.9,media,18,0
16,84,8.2,media,11,0
12,75,8.3,media,4,0
14,64,9.8,media,9,0
17,55,7.2,alta,2,1
9,80,8.0,media,9,0
14,83,6.4,media,6,0
8,98,9.5,baixa,8,0
17,95,4.6,alta,4,0
16,66,5.2,baixa,2,0
17,52,8.7,baixa,2,1
13,92,9.2,baixa,19,0
8,69,6.9,baixa,10,0
8,51,9.4,media,10,0
8,86,8.5,alta,2,0
14,58,4.5,baixa,3,0
15,72,8.4,media,8,0
8,82,9.3,media,17,0
11,96,7.5,baixa,13,1
16,88,7.2,alta,15,0
9,80,8.7,media,12,0
7,68,4.9,baixa,17,0
17,91,6.8,media,2,0
17,53,6.4,baixa,16,0
8,96,7.8,media,14,0
10,83,6.9,alta,4,0
15,64,4.2,baixa,14,0
9,78,5.0,baixa,16,0
10,92,9.6,media,19,0
17,99,7.9,alta,12,0
16,55,5.4,baixa,16,0
6,95,4.0,media,2,0
9,90,7.2,media,18,0
16,56,7.8,baixa,6,0
15,76,4.5,alta,7,0
8,74,8.8,baixa,10,0
7,50,4.6,alta,2,0
12,58,7.6,alta,7,0
15,71,9.6,alta,17,0
14,71,6.1,media,17,0
6,51,5.2,baixa,3,0
17,55,4.4,alta,15,0
12,98,4.4,baixa,17,0
16,78,8.1,baixa,7,0
17,50,8.0,baixa,12,0
6,66,5.9,media,2,0
10,96,9.7,alta,19,0
6,81,9.9,alta,2,0
8,93,6.8,baixa,1,0
13,86,7.3,baixa,7,0
9,87,4.2,media,18,0
17,53,6.8,baixa,10,1
6,54,4.7,media,4,0
6,99,5.3,media,1,0
13,72,7.4,media,12,1
13,91,9.4,alta,2,0
9,66,4.7,baixa,10,0
9,83,9.8,alta,17,0
15,73,5.5,baixa,13,0
16,91,4.1,baixa,17,0
7,99,8.0,baixa,14,0
7,98,9.8,baixa,16,0
17,97,9.9,baixa,6,0
11,83,4.9,baixa,7,0
13,84,5.6,baixa,6,0
12,55,6.0,baixa,19,0
12,87,4.9,baixa,5,0
8,52,6.9,baixa,6,0
17,95,6.1,media,5,1
7,65,10.0,baixa,5,0
15,78,6.2,baixa,9,1
12,59,7.5,baixa,15,0
9,78,7.6,baixa,10,0
6,80,7.0,baixa,15,0
6,52,8.8,baixa,17,1
9,88,7.0,alta,3,0
10,95,7.6,baixa,4,1
10,71,4.5,baixa,17,0
6,96,6.0,alta,18,0
8,50,6.2,baixa,2,0
11,80,4.9,baixa,19,0
15,54,9.8,baixa,17,0
12,76,7.5,media,18,0
16,87,4.2,baixa,11,0
6,69,6.2,media,1,0
13,50,8.2,alta,2,0
9,92,7.8,baixa,14,0
14,72,5.1,baixa,9,0
16,53,6.5,baixa,2,0
16,79,6.5,media,9,0
11,53,7.9,baixa,4,0
6,56,7.0,alta,6,0
7,77,9.3,baixa,4,0
8,90,8.2,baixa,2,0
7,80,8.8,media,13,0
15,66,8.0,media,7,0
12,63,4.9,alta,4,0
17,68,5.5,media,10,1
6,56,5.3,baixa,6,0
14,96,6.3,alta,8,0
7,72,4.6,alta,10,0
9,51,5.8,alta,18,0
13,61,9.3,baixa,19,0
16,97,8.0,alta,15,0
8,92,7.7,media,5,0
14,60,6.0,media,5,0
12,78,4.4,media,11,0
15,84,6.8,media,10,0
17,77,8.7,baixa,1,0
17,81,4.4,alta,12,0
8,56,7.9,baixa,16,1
8,66,7.9,media,5,0
10,51,4.5,media,6,0
10,71,6.0,baixa,12,0
15,77,4.6,media,19,0
10,51,4.8,baixa,19,0
17,77,9.7,baixa,1,0
14,69,8.0,alta,6,0
14,60,8.7,baixa,13,1
11,94,6.2,media,7,1
16,70,5.8,baixa,7,1
16,67,9.6,media,7,0
12,80,8.7,baixa,4,0
15,52,5.6,baixa,10,1
13,85,6.7,baixa,7,0
14,90,8.0,media,18,0
11,91,6.8,baixa,13,0
13,68,4.8,baixa,8,0
7,97,9.8,media,18,0
15,56,5.4,baixa,12,0
13,79,4.5,baixa,3,0
16,60,9.3,media,18,0
7,60,6.1,media,8,0
13,66,9.7,baixa,1,0
7,81,5.3,alta,9,0
8,53,4.7,media,6,0
12,55,9.7,media,11,0
16,79,5.0,baixa,16,0
14,92,4.9,baixa,5,0
8,90,6.8,baixa,6,1
10,95,7.1,media,2,0
14,62,7.6,media,8,0
12,50,4.4,baixa,2,0
7,60,5.3,alta,18,0
10,65,7.9,baixa,5,0
10,94,4.4,baixa,7,0
14,98,5.0,media,16,0
7,91,7.5,alta,4,0
6,74,8.8,media,9,0
9,95,7.1,alta,19,0
9,51,4.8,baixa,12,0
6,76,6.0,alta,12,0
15,97,8.8,media,3,0
12,69,6.8,alta,14,0
7,79,7.7,media,11,0
16,66,4.3,baixa,9,0
14,74,4.3,alta,6,0
12,93,5.5,baixa,15,1
17,65,9.2,baixa,10,1
17,70,4.0,media,19,1
12,67,4.0,baixa,2,0
6,59,9.9,media,4,0
14,95,4.2,baixa,12,1
15,55,6.1,baixa,10,1
14,66,4.6,baixa,15,0
7,61,7.2,media,4,0
15,91,8.8,media,9,0
14,82,8.2,baixa,15,1
7,85,5.5,media,15,0
7,79,7.1,media,19,0
13,72,9.2,baixa,8,0
8,52,5.5,alta,4,0
8,58,4.9,media,1,0
12,52,9.7,media,5,0
15,95,7.0,baixa,17,0
11,58,6.4,media,18,0
12,68,5.1,baixa,19,0
11,71,7.3,baixa,11,0
14,63,6.3,baixa,10,0
7,99,7.1,media,12,0
13,80,8.3,baixa,16,0
16,97,8.2,media,3,0
11,83,9.1,baixa,15,0
9,72,9.2,baixa,15,0
11,82,8.7,baixa,19,0
11,90,5.0,baixa,1,0
17,77,6.6,baixa,5,1
15,70,5.0,baixa,4,0
8,75,5.9,media,3,0
13,59,4.2,media,11,0
10,72,7.7,baixa,13,0
16,52,4.1,baixa,2,0
15,59,7.6,baixa,19,0
16,94,7.6,media,18,0
9,89,8.8,baixa,1,0
7,50,5.0,media,14,0
15,77,7.8,media,2,0
6,62,5.0,alta,4,0
12,88,8.5,media,17,0
15,96,4.4,baixa,3,0
16,92,8.7,alta,9,0
8,63,8.0,baixa,18,0
8,87,7.3,media,11,0
8,50,5.3,baixa,6,0
15,51,9.3,baixa,3,1
17,55,8.1,baixa,2,0
8,67,5.1,alta,9,0
7,67,5.3,baixa,13,0
11,71,6.7,baixa,11,0
15,96,8.3,baixa,1,0
8,61,7.8,media,9,0
6,60,7.9,baixa,5,1
15,58,5.8,baixa,13,1
14,96,6.0,baixa,15,0
11,77,7.9,alta,12,0
11,91,6.5,baixa,1,0
15,88,8.8,baixa,11,0
14,68,5.7,baixa,18,0
7,69,9.3,alta,9,0
15,53,8.8,baixa,17,0
14,76,8.2,media,18,1
17,50,9.8,media,11,0
8,76,10.0,media,19,0
8,95,5.8,media,8,0
8,90,7.5,media,18,1
6,99,9.8,baixa,9,0
15,77,8.5,media,8,1
12,84,9.2,baixa,10,1
15,88,9.5,baixa,16,0
12,50,9.6,alta,14,0
7,96,9.0,baixa,2,0
11,52,5.1,baixa,10,1
9,53,8.6,baixa,11,0
16,76,6.8,media,8,0
12,86,8.9,media,10,0
12,72,7.9,media,16,0
9,76,6.6,baixa,1,0
8,74,8.1,media,13,0
12,67,7.3,baixa,19,0
14,87,4.8,baixa,3,1
9,51,8.8,baixa,2,0
11,59,7.8,baixa,11,1
12,93,6.8,baixa,12,0
15,83,5.4,media,7,0
8,75,7.3,baixa,17,1
10,76,8.0,baixa,15,0
17,81,8.9,baixa,18,0
6,86,7.5,baixa,18,0
11,60,4.8,baixa,11,0
10,98,10.0,media,16,1
12,78,6.7,baixa,6,0
14,62,6.6,media,12,0
16,57,9.0,alta,2,0
9,73,5.4,media,18,1
14,78,6.9,baixa,12,0
11,50,4.4,baixa,19,0
10,62,9.7,alta,7,0
7,74,9.3,baixa,14,0
6,86,7.6,media,4,0
13,56,6.9,media,7,0
17,71,7.5,baixa,13,0
17,82,8.8,alta,15,0
11,96,7.9,baixa,10,0
12,64,4.6,alta,3,0
11,52,6.3,baixa,10,0
15,57,9.6,alta,3,0
12,88,9.7,baixa,10,0
14,97,5.9,alta,13,0
10,50,7.6,baixa,12,0
6,61,5.8,baixa,16,0
6,80,6.3,media,13,1
14,77,8.4,baixa,13,0
10,68,4.5,baixa,12,0
16,67,9.5,baixa,5,0
7,62,4.1,baixa,5,0
8,84,7.1,baixa,5,0
6,87,8.6,alta,19,0
11,71,5.6,baixa,14,0
17,90,8.3,baixa,6,0
11,90,4.6,baixa,8,0
8,62,8.5,media,13,0
8,85,5.8,media,9,0
12,90,9.0,baixa,3,0
6,96,7.8,baixa,6,0
10,96,4.4,baixa,17,1
8,55,6.0,media,18,0
10,57,7.2,media,5,0
16,73,7.7,baixa,1,0
9,86,6.8,media,14,0
11,65,8.1,baixa,14,0
17,68,5.7,baixa,18,0
14,87,8.7,baixa,15,0
7,95,7.7,media,4,0
15,97,5.3,baixa,17,0
13,52,8.5,alta,6,1
7,71,9.5,media,2,0
9,85,6.5,alta,18,1
14,71,6.6,baixa,18,0
9,72,4.2,alta,6,0
12,50,5.7,baixa,2,1
16,71,5.2,alta,5,0
10,65,7.4,alta,6,1
7,91,8.1,baixa,6,0
13,95,8.7,baixa,10,0
16,52,7.5,media,17,0
15,51,8.2,baixa,16,0
15,88,8.9,alta,7,0
7,59,5.2,media,12,0
8,85,8.2,media,12,1
15,88,5.4,media,6,0
12,89,4.7,alta,1,0
10,65,4.1,baixa,9,0
15,62,7.0,alta,10,0
16,83,8.6,baixa,19,0
8,91,6.6,alta,17,0
17,71,4.1,media,5,0
7,68,8.8,baixa,6,0
16,67,8.7,alta,8,0
11,97,6.3,baixa,19,0
15,59,9.4,media,15,0
6,68,6.8,media,2,0
13,76,8.1,baixa,13,0
